SN,Timestamp,MSPGCL_THM,MSPGCL_HY,MSPGCL_GAS,TOTAL,WIND,CPP_THM,CPP_GAS,SOLAR,CS_SHARE,CS_RECPT,Mum_NET_EXCH,MSEDCL_DEM_MET,LOAD_SHEDDING,MSEDCL_DEM_LS,MUMBAI_DEMAND,OTHER_DISCOM_DEMAND,STATE_DEMAND,FREQ_Hz
1,01-03-2023 00:00,6523,188,238,6949,602,7833,0,0,6332,6285,-1425,19860,0,19860,2397,384,22641,50.03
2,01-03-2023 01:00,6683,154,238,7075,615,7852,0,0,6250,6356,-1336,20191,0,20191,2228,371,22790,50.00
3,01-03-2023 02:00,6753,155,240,7148,673,7769,0,0,6477,6305,-1257,20312,0,20312,2102,326,22740,49.98
4,01-03-2023 03:00,6391,155,240,6786,775,7790,0,0,6680,6646,-1200,20462,0,20462,2037,335,22834,49.98
5,01-03-2023 04:00,6665,155,240,7060,789,7855,0,0,6633,6475,-1181,20653,0,20653,2032,345,23030,50.01
6,01-03-2023 05:00,6797,155,240,7192,926,7856,0,0,7077,7038,-1191,21437,0,21437,2147,384,23968,49.99
7,01-03-2023 06:00,6952,284,240,7476,780,7840,0,8,7422,7273,-1346,21637,0,21637,2304,394,24335,50.01
8,01-03-2023 07:00,7116,835,240,8191,706,7919,0,224,7009,7245,-1311,22555,0,22555,2476,419,25450,50.02
9,01-03-2023 08:00,7224,349,244,7817,567,7914,0,775,7475,7532,-1447,22710,0,22710,2751,448,25909,50.02
10,01-03-2023 09:00,7080,291,234,7605,487,7779,0,1303,8057,7697,-1652,22768,0,22768,3007,451,26226,50.02
11,01-03-2023 10:00,6916,470,225,7611,387,7670,0,1805,8513,8987,-1911,24113,0,24113,3191,436,27740,50.05
12,01-03-2023 11:00,7172,215,208,7595,327,7619,0,2040,8674,8870,-2031,23983,0,23983,3264,437,27684,50.03
13,01-03-2023 12:00,7014,213,198,7425,321,7545,0,2111,8631,8363,-2051,23272,0,23272,3215,442,26929,49.99
14,01-03-2023 13:00,6575,219,200,6994,267,7459,0,2022,8743,8517,-1960,22848,0,22848,3100,451,26399,50.07
15,01-03-2023 14:00,6647,368,197,7212,193,7529,0,1812,8674,8776,-2149,22935,0,22935,3123,438,26496,49.97
16,01-03-2023 15:00,7138,709,194,8041,178,7578,0,1360,8538,8171,-2113,22776,0,22776,3196,439,26411,50.06
17,01-03-2023 16:00,7144,498,200,7842,152,7639,0,833,7965,7875,-1828,22043,0,22043,3207,470,25720,50.02
18,01-03-2023 17:00,7176,248,212,7636,228,7696,0,305,7549,7533,-1581,21349,0,21349,3148,468,24965,50.02
19,01-03-2023 18:00,7181,282,215,7678,331,7705,0,15,7200,7087,-1633,20709,0,20709,3075,474,24258,49.98
20,01-03-2023 19:00,7433,445,221,8099,413,7825,0,0,7350,7205,-1670,21430,0,21430,3024,442,24896,50.01
21,01-03-2023 20:00,6992,217,227,7436,461,7693,0,0,6707,6292,-1598,19822,0,19822,2888,462,23172,50.03
22,01-03-2023 21:00,6432,216,227,6875,464,7643,0,0,6470,6705,-1637,19609,0,19609,2744,441,22794,50.02
23,01-03-2023 22:00,6735,216,225,7176,423,7671,0,0,6324,6361,-1513,19695,0,19695,2639,423,22757,50.03
24,01-03-2023 23:00,6710,211,227,7148,445,7656,0,0,6464,6376,-1498,19711,0,19711,2564,416,22691,50.00
1,02-03-2023 00:00,7159,160,232,7551,545,7140,0,0,6262,6466,-1336,19999,0,19999,2433,367,22799,50.00
2,02-03-2023 01:00,7290,154,233,7677,738,7299,0,0,6222,6130,-1189,20303,0,20303,2278,352,22933,50.01
3,02-03-2023 02:00,7175,154,234,7563,824,7252,0,0,6237,6155,-1096,20361,0,20361,2164,337,22862,50.03
4,02-03-2023 03:00,7151,155,236,7542,929,7181,0,0,6178,6151,-1032,20446,0,20446,2093,325,22864,49.99
5,02-03-2023 04:00,7224,153,236,7613,1024,7220,0,0,6476,6508,-1010,21004,0,21004,2085,351,23440,50.16
6,02-03-2023 05:00,7345,202,237,7784,1011,7337,0,0,6778,6890,-1069,21551,0,21551,2183,402,24136,50.06
7,02-03-2023 06:00,7417,851,234,8502,918,7379,0,1,6652,6892,-1129,22145,0,22145,2329,418,24892,50.04
8,02-03-2023 07:00,7488,1017,237,8742,818,7349,0,205,6783,6965,-1196,22449,0,22449,2504,434,25387,50.05
9,02-03-2023 08:00,7570,509,236,8315,620,7331,0,710,7419,7916,-1426,22999,0,22999,2787,467,26253,50.07
10,02-03-2023 09:00,7412,388,233,8033,559,7296,0,1237,8132,8201,-1656,23208,0,23208,3058,462,26728,49.99
11,02-03-2023 10:00,7414,491,229,8134,431,7286,0,1674,8723,8944,-1918,24083,0,24083,3270,468,27821,50.01
12,02-03-2023 11:00,7490,528,208,8226,317,7331,0,1901,8808,9237,-2055,24497,0,24497,3331,460,28288,49.98
13,02-03-2023 12:00,7476,313,199,7988,463,7166,0,2015,8667,8509,-2088,23608,0,23608,3226,445,27279,49.96
14,02-03-2023 13:00,7056,243,199,7498,533,7200,0,1905,8757,8835,-1977,23551,0,23551,3188,443,27182,50.03
15,02-03-2023 14:00,7382,228,198,7808,416,7235,0,1667,8702,8946,-2155,23482,0,23482,3219,435,27136,49.93
16,02-03-2023 15:00,7511,376,203,8090,379,7306,0,1277,8578,8436,-2126,22904,0,22904,3243,458,26605,49.93
17,02-03-2023 16:00,7502,827,198,8527,437,7431,0,764,7825,7599,-1754,22538,0,22538,3223,466,26227,49.96
18,02-03-2023 17:00,7512,546,203,8261,478,7372,0,244,7624,7469,-1704,21655,0,21655,3144,465,25264,50.02
19,02-03-2023 18:00,7486,527,216,8229,479,7402,0,6,7028,6823,-1483,20978,0,20978,3103,478,24559,49.98
20,02-03-2023 19:00,7489,886,223,8598,491,7396,0,0,7064,7131,-1504,21650,0,21650,3056,462,25168,49.94
21,02-03-2023 20:00,7396,244,215,7855,494,7358,0,0,6692,6707,-1526,20429,0,20429,2914,459,23802,49.97
22,02-03-2023 21:00,7474,261,233,7968,384,7282,0,0,6253,6481,-1480,20187,0,20187,2776,448,23411,49.96
23,02-03-2023 22:00,7496,210,228,7934,400,7386,0,0,6216,6403,-1476,20212,0,20212,2686,435,23333,49.97
24,02-03-2023 23:00,7418,210,234,7862,377,7328,0,0,6562,6423,-1426,20154,0,20154,2619,410,23183,49.99
1,03-03-2023 00:00,7399,210,234,7843,406,7307,0,0,6447,6502,-1237,20435,0,20435,2492,386,23313,49.93
2,03-03-2023 01:00,7420,222,234,7876,470,7348,0,0,6512,6721,-1212,20840,0,20840,2342,363,23545,49.97
3,03-03-2023 02:00,7274,160,235,7669,465,7283,0,0,6606,6777,-1137,20739,0,20739,2213,318,23270,50.00
4,03-03-2023 03:00,7160,205,237,7602,531,7329,0,0,6726,6790,-1061,20871,0,20871,2137,320,23328,49.98
5,03-03-2023 04:00,7156,571,239,7966,489,7312,0,0,6587,6902,-1054,21272,0,21272,2136,343,23751,50.00
6,03-03-2023 05:00,7159,1255,238,8652,454,7481,0,0,6498,6707,-1070,21848,0,21848,2230,376,24454,49.96
7,03-03-2023 06:00,7360,1742,241,9343,507,7451,0,5,6628,6755,-1085,22568,0,22568,2390,408,25366,49.98
8,03-03-2023 07:00,7344,1950,236,9530,454,7463,0,218,6764,6925,-1172,23000,0,23000,2551,418,25969,50.03
9,03-03-2023 08:00,7328,1103,239,8670,345,7509,0,684,7391,7763,-1410,23107,0,23107,2831,454,26392,50.03
10,03-03-2023 09:00,7364,664,225,8253,332,7511,0,1272,8022,8188,-1642,23444,0,23444,3110,470,27024,50.03
11,03-03-2023 10:00,7377,635,220,8232,386,7491,0,1667,8679,8655,-1891,24057,0,24057,3323,483,27863,50.01
12,03-03-2023 11:00,7369,703,207,8279,572,7376,0,1946,8927,9004,-2150,24554,0,24554,3404,472,28430,50.00
13,03-03-2023 12:00,7315,244,197,7756,784,7055,0,2012,9138,8890,-2126,23899,0,23899,3411,472,27782,50.04
14,03-03-2023 13:00,6805,218,197,7220,794,7018,0,1940,8883,8785,-2019,23291,0,23291,3271,446,27009,50.07
15,03-03-2023 14:00,6834,277,199,7310,732,7068,0,1601,8833,9131,-2233,23144,0,23144,3308,465,26917,49.98
16,03-03-2023 15:00,7234,336,196,7766,678,7120,0,1168,8727,8881,-2258,22893,0,22893,3357,462,26712,49.96
17,03-03-2023 16:00,7333,457,198,7988,701,7164,0,705,7667,7740,-1717,22107,0,22107,3318,474,25899,49.99
18,03-03-2023 17:00,7339,238,201,7778,563,7239,0,267,7089,7731,-1525,21575,0,21575,3224,478,25277,50.02
19,03-03-2023 18:00,7325,669,213,8207,469,7196,0,9,7070,6915,-1629,20696,0,20696,3139,471,24306,49.91
20,03-03-2023 19:00,7451,743,219,8413,433,7329,0,0,6906,7325,-1480,21561,0,21561,3112,459,25132,50.02
21,03-03-2023 20:00,7328,220,222,7770,467,7295,0,0,6664,6974,-1427,20627,0,20627,2967,452,24046,50.05
22,03-03-2023 21:00,7171,226,228,7625,443,7180,0,0,6398,6777,-1462,20109,0,20109,2841,454,23404,50.03
23,03-03-2023 22:00,7476,227,223,7926,432,7313,0,0,6048,6281,-1309,20212,0,20212,2751,431,23394,49.99
24,03-03-2023 23:00,7409,326,231,7966,392,7247,0,0,6399,6275,-1297,20173,0,20173,2700,410,23283,49.97
1,04-03-2023 00:00,7482,234,233,7949,404,7379,0,0,6650,6687,-1460,20583,0,20583,2571,376,23530,50.00
2,04-03-2023 01:00,7419,389,235,8043,487,7340,0,0,6628,6827,-1360,20980,0,20980,2418,357,23755,49.98
3,04-03-2023 02:00,7485,311,235,8031,606,7237,0,0,6922,6671,-1236,20976,0,20976,2287,333,23596,49.98
4,04-03-2023 03:00,7484,172,237,7893,735,7246,0,0,6680,6656,-1162,21050,0,21050,2207,318,23575,50.01
5,04-03-2023 04:00,7542,168,234,7944,715,7329,0,0,6676,6578,-1120,21101,0,21101,2181,344,23627,49.99
6,04-03-2023 05:00,7525,681,237,8443,635,7415,0,0,6486,6687,-1081,21729,0,21729,2257,370,24356,49.99
7,04-03-2023 06:00,7595,1053,234,8882,620,7473,0,4,6666,6770,-1071,22267,0,22267,2339,412,25017,50.05
8,04-03-2023 07:00,7717,1244,234,9195,544,7530,0,230,6633,6889,-1134,22843,0,22843,2444,412,25698,50.02
9,04-03-2023 08:00,7729,740,231,8700,276,7477,0,680,7131,7446,-1352,22778,0,22778,2670,449,25897,50.01
10,04-03-2023 09:00,7775,618,227,8620,310,7448,0,1236,7562,7718,-1595,23287,0,23287,2935,450,26672,49.94
11,04-03-2023 10:00,7699,1004,212,8915,321,7390,0,1680,8206,8394,-1844,24408,0,24408,3172,448,28028,50.04
12,04-03-2023 11:00,7643,898,206,8747,446,7230,0,1928,9081,8967,-1990,24893,0,24893,3238,435,28566,49.99
13,04-03-2023 12:00,7446,480,204,8130,484,7091,0,2000,9075,9016,-2011,24280,0,24280,3243,430,27953,49.97
14,04-03-2023 13:00,7263,410,211,7884,479,7089,0,1897,8717,8677,-1944,23647,0,23647,3125,435,27207,49.88
15,04-03-2023 14:00,7460,592,208,8260,412,7170,0,1590,8601,8798,-2095,23706,0,23706,3142,429,27277,49.88
16,04-03-2023 15:00,7413,903,205,8521,416,7270,0,1126,8640,8656,-2141,23410,0,23410,3175,438,27023,49.96
17,04-03-2023 16:00,7437,1331,203,8971,428,7396,0,663,7441,7600,-1856,22744,0,22744,3144,459,26346,50.10
18,04-03-2023 17:00,7391,763,206,8360,447,7437,0,233,7594,7793,-1663,22144,0,22144,3082,462,25689,50.03
19,04-03-2023 18:00,7296,579,209,8084,427,7459,0,9,7489,7532,-1722,21320,0,21320,3057,469,24846,50.00
20,04-03-2023 19:00,7398,1166,214,8778,325,7480,0,0,7323,7429,-1788,21773,0,21773,3080,451,25304,50.03
21,04-03-2023 20:00,7409,299,216,7924,499,7442,0,0,7221,7142,-1779,20789,0,20789,2982,439,24210,50.03
22,04-03-2023 21:00,7240,221,216,7677,474,7346,0,0,7129,7001,-1787,20262,0,20262,2892,449,23603,49.99
23,04-03-2023 22:00,7447,218,221,7886,295,7421,0,0,6542,6549,-1574,20156,0,20156,2814,421,23391,50.02
24,04-03-2023 23:00,7473,260,204,7937,355,7466,0,0,6543,6631,-1495,20488,0,20488,2780,406,23674,50.02
1,05-03-2023 00:00,7427,300,96,7823,406,7505,0,0,6728,6964,-1533,20787,0,20787,2670,378,23835,50.01
2,05-03-2023 01:00,7427,244,95,7766,539,7344,0,0,6992,7111,-1454,20946,0,20946,2511,360,23817,49.99
3,05-03-2023 02:00,7417,161,97,7675,605,7179,0,0,7357,7078,-1380,20820,0,20820,2393,337,23550,50.02
4,05-03-2023 03:00,7369,158,97,7624,725,7149,0,0,7225,7047,-1292,20928,0,20928,2296,325,23549,50.02
5,05-03-2023 04:00,7489,160,97,7746,814,7319,0,0,6917,6907,-1238,21220,0,21220,2251,328,23799,50.00
6,05-03-2023 05:00,7542,165,97,7804,875,7354,0,0,7093,7071,-1284,21457,0,21457,2353,363,24173,50.03
7,05-03-2023 06:00,7342,189,98,7629,815,7332,0,9,7366,7337,-1305,21419,0,21419,2377,398,24194,50.07
8,05-03-2023 07:00,7468,377,99,7944,738,7426,0,203,7154,7353,-1328,21927,0,21927,2380,409,24716,50.03
9,05-03-2023 08:00,7349,344,97,7790,509,7306,0,657,7468,7581,-1450,21971,0,21971,2504,422,24897,50.06
10,05-03-2023 09:00,7407,491,93,7991,344,7407,0,1137,7685,8047,-1627,22878,0,22878,2644,421,25943,50.02
11,05-03-2023 10:00,7390,519,91,8000,244,7300,0,1628,8502,8618,-1703,23654,0,23654,2704,433,26791,50.03
12,05-03-2023 11:00,7296,351,84,7731,176,7232,0,1796,9246,9278,-1695,24086,0,24086,2666,432,27184,50.02
13,05-03-2023 12:00,7228,230,84,7542,217,7144,0,1920,9143,8998,-1751,23628,0,23628,2606,442,26676,50.01
14,05-03-2023 13:00,7019,214,88,7321,170,7042,0,1817,9050,8713,-1699,22920,0,22920,2536,444,25900,50.04
15,05-03-2023 14:00,6982,220,87,7289,201,7015,0,1611,8967,8817,-1680,22825,0,22825,2546,428,25799,49.98
16,05-03-2023 15:00,7330,269,86,7685,202,7043,0,1225,8649,8693,-1583,22831,0,22831,2564,434,25829,49.97
17,05-03-2023 16:00,7515,217,88,7820,249,7069,0,653,8200,8130,-1476,22016,0,22016,2513,429,24958,49.98
18,05-03-2023 17:00,7539,219,89,7847,423,7228,0,200,7697,7515,-1386,21389,0,21389,2473,438,24300,50.00
19,05-03-2023 18:00,7612,302,94,8008,455,7314,0,7,7137,6947,-1461,20820,0,20820,2498,450,23768,49.99
20,05-03-2023 19:00,7601,402,93,8096,446,7404,0,0,6998,7172,-1445,21236,0,21236,2562,437,24235,50.00
21,05-03-2023 20:00,7478,216,94,7788,514,7296,0,0,6837,6363,-1435,20117,0,20117,2553,409,23079,50.02
22,05-03-2023 21:00,7199,214,95,7508,500,7154,0,0,6663,6424,-1442,19720,0,19720,2557,424,22701,50.02
23,05-03-2023 22:00,7268,219,95,7582,382,7236,0,0,6590,6500,-1425,19859,0,19859,2557,416,22832,49.94
24,05-03-2023 23:00,7393,219,97,7709,367,7333,0,0,6259,6360,-1334,20031,0,20031,2584,404,23019,49.97
1,06-03-2023 00:00,7417,192,97,7706,452,7246,0,0,6660,6537,-1417,20162,0,20162,2480,362,23004,49.99
2,06-03-2023 01:00,7451,157,97,7705,352,7184,0,0,6724,6667,-1308,20277,0,20277,2311,323,22911,50.00
3,06-03-2023 02:00,7259,155,98,7512,414,7167,0,0,6664,6550,-1223,20104,0,20104,2177,316,22597,50.02
4,06-03-2023 03:00,7325,161,98,7584,518,7147,0,0,6616,6016,-1142,19812,0,19812,2083,311,22206,50.03
5,06-03-2023 04:00,7341,160,98,7599,636,7182,0,0,6715,6425,-1100,20403,0,20403,2062,339,22804,50.02
6,06-03-2023 05:00,7401,190,97,7688,755,7314,0,0,6716,6375,-1074,20687,0,20687,2150,371,23208,50.01
7,06-03-2023 06:00,7563,428,98,8089,901,7496,0,23,6518,6440,-1056,21509,0,21509,2259,384,24152,50.01
8,06-03-2023 07:00,7616,673,96,8385,787,7481,0,224,6638,6785,-1105,22140,0,22140,2402,417,24959,50.04
9,06-03-2023 08:00,7567,456,97,8120,524,7497,0,642,7525,7897,-1516,22722,0,22722,2655,442,25819,50.06
10,06-03-2023 09:00,7584,612,93,8289,363,7651,0,1067,7604,7940,-1563,23302,0,23302,2933,445,26680,50.02
11,06-03-2023 10:00,7695,623,91,8409,341,7895,0,1476,8330,8609,-1810,24467,0,24467,3130,453,28050,50.01
12,06-03-2023 11:00,7754,225,88,8067,290,7787,0,1773,9093,8953,-1982,24447,0,24447,3200,441,28088,49.98
13,06-03-2023 12:00,7411,320,95,7826,237,7592,0,1862,9043,9274,-1915,24429,0,24429,3178,447,28054,49.98
14,06-03-2023 13:00,7401,248,76,7725,230,7586,0,1764,8902,8822,-1873,23798,0,23798,3082,456,27336,50.00
15,06-03-2023 14:00,7702,413,86,8201,188,7632,0,1397,9164,9391,-2118,24244,0,24244,3145,447,27836,49.95
16,06-03-2023 15:00,7760,556,86,8402,235,7788,0,1070,9185,9020,-2167,23884,0,23884,3228,464,27576,50.02
17,06-03-2023 16:00,7923,462,88,8473,410,7894,0,582,8149,8245,-2056,23075,0,23075,3164,473,26712,50.14
18,06-03-2023 17:00,7782,332,89,8203,465,7718,0,185,8325,7235,-1830,21493,0,21493,3042,483,25018,50.11
19,06-03-2023 18:00,7382,240,91,7713,587,7785,0,5,7089,6345,-1658,20308,0,20308,2905,469,23682,50.09
20,06-03-2023 19:00,6349,240,90,6679,664,7678,0,0,6936,6509,-1523,19553,0,19553,2800,454,22807,50.02
21,06-03-2023 20:00,5853,215,91,6159,620,7732,0,0,6344,5778,-1476,18377,0,18377,2627,436,21440,50.04
22,06-03-2023 21:00,5538,215,95,5848,724,7484,0,0,5997,5461,-1384,17706,0,17706,2488,427,20621,50.04
23,06-03-2023 22:00,5521,235,114,5870,799,7144,0,0,5918,5293,-1391,17302,0,17302,2415,413,20130,49.91
24,06-03-2023 23:00,5470,215,158,5843,888,7465,0,0,5799,4891,-1369,17308,0,17308,2408,410,20126,49.96
1,07-03-2023 00:00,5502,176,160,5838,1376,6409,0,0,6101,5101,-1487,16859,0,16859,2345,378,19582,50.00
2,07-03-2023 01:00,5474,162,184,5820,1614,5617,0,0,5931,4927,-1360,16258,0,16258,2218,360,18836,49.97
3,07-03-2023 02:00,5450,154,173,5777,1585,5540,0,0,5433,4638,-1245,15959,0,15959,2092,336,18387,49.99
4,07-03-2023 03:00,5470,152,163,5785,1564,5638,0,0,4693,4444,-1170,15939,0,15939,2001,322,18262,50.01
5,07-03-2023 04:00,5470,150,196,5816,1608,6233,0,0,4544,3911,-1129,16107,0,16107,1968,332,18407,50.03
6,07-03-2023 05:00,5491,153,241,5885,1774,5982,0,1,5372,3795,-1120,15954,0,15954,2010,363,18327,50.03
7,07-03-2023 06:00,5514,152,238,5904,1790,5690,0,2,4824,4134,-1075,16063,0,16063,2017,382,18462,50.07
8,07-03-2023 07:00,5514,396,237,6147,1505,5676,0,153,4259,4628,-981,16733,0,16733,2010,395,19138,50.01
9,07-03-2023 08:00,5489,585,241,6315,1358,5646,0,409,4743,5189,-1051,17446,0,17446,2049,420,19915,50.03
10,07-03-2023 09:00,5435,300,227,5962,1254,5635,0,923,6525,5634,-1219,17773,0,17773,2073,416,20262,50.06
11,07-03-2023 10:00,5415,218,226,5859,1153,5822,0,1357,6483,5925,-1320,18377,0,18377,2093,419,20889,50.02
12,07-03-2023 11:00,5401,228,206,5835,1036,6492,0,1471,5445,5364,-1300,18476,0,18476,2103,422,21001,49.91
13,07-03-2023 12:00,5389,531,198,6118,868,5929,0,1410,5370,5506,-1353,18064,0,18064,2201,414,20679,49.87
14,07-03-2023 13:00,5535,568,200,6303,702,6386,0,1317,4926,5308,-1380,18232,0,18232,2254,404,20890,49.93
15,07-03-2023 14:00,5407,259,199,5865,598,5997,0,1285,6076,5948,-1274,18005,0,18005,2219,414,20638,49.79
16,07-03-2023 15:00,5484,511,196,6191,525,6915,0,992,5228,5420,-1244,18361,0,18361,2221,438,21020,49.79
17,07-03-2023 16:00,5382,305,200,5887,516,6631,0,662,5840,5625,-1204,17680,0,17680,2224,437,20341,49.97
18,07-03-2023 17:00,5349,301,187,5837,607,6752,0,262,5838,5519,-1192,17338,0,17338,2243,447,20028,50.02
19,07-03-2023 18:00,5441,329,129,5899,566,6628,0,31,5548,6206,-1187,17691,0,17691,2314,452,20457,50.08
20,07-03-2023 19:00,5433,352,135,5920,616,6922,0,0,5899,5701,-1260,17466,0,17466,2392,433,20291,50.06
21,07-03-2023 20:00,5465,254,161,5880,681,6493,0,0,5918,5726,-1379,16979,0,16979,2394,422,19795,50.00
22,07-03-2023 21:00,5419,231,178,5828,665,6115,0,0,6003,5861,-1481,16562,0,16562,2394,426,19382,50.00
23,07-03-2023 22:00,5445,221,201,5867,610,6847,0,0,5579,5338,-1489,16749,0,16749,2402,424,19575,50.05
24,07-03-2023 23:00,5537,231,218,5986,643,6906,0,0,5239,4606,-1484,16252,0,16252,2394,405,19051,50.01
1,08-03-2023 00:00,5680,213,214,6107,700,6648,0,0,5265,4593,-1296,16388,0,16388,2287,364,19039,50.00
2,08-03-2023 01:00,5432,154,215,5801,706,6531,0,0,5140,4960,-1170,16492,0,16492,2130,336,18958,49.98
3,08-03-2023 02:00,5432,154,216,5802,666,6617,0,0,5084,5006,-1081,16677,0,16677,2036,333,19046,50.00
4,08-03-2023 03:00,5427,153,216,5796,609,6718,0,0,5092,5031,-1064,16767,0,16767,1941,323,19031,49.96
5,08-03-2023 04:00,5629,154,217,6000,537,7368,0,0,5075,5301,-1045,17821,0,17821,1920,340,20081,49.99
6,08-03-2023 05:00,5941,161,217,6319,526,7486,0,0,5123,5464,-1043,18388,0,18388,2018,364,20770,50.01
7,08-03-2023 06:00,6486,287,219,6992,522,7492,0,38,5771,5825,-1176,19307,0,19307,2143,386,21836,50.07
8,08-03-2023 07:00,6338,334,220,6892,520,7444,0,288,6624,6701,-1301,20114,0,20114,2306,430,22850,50.09
9,08-03-2023 08:00,5712,295,213,6220,352,7281,0,925,7361,7377,-1538,20165,0,20165,2566,452,23183,50.09
10,08-03-2023 09:00,5569,275,218,6062,338,6981,0,1466,7641,7456,-1499,20337,0,20337,2832,467,23636,50.03
11,08-03-2023 10:00,5626,228,204,6058,374,6797,0,1899,8369,8396,-1787,21270,0,21270,3044,467,24781,49.99
12,08-03-2023 11:00,5488,235,198,5921,317,6526,0,2046,8615,8401,-1865,20892,0,20892,3136,454,24482,49.96
13,08-03-2023 12:00,5399,218,176,5793,259,6132,0,2199,8636,8842,-1855,20913,0,20913,3114,457,24484,49.97
14,08-03-2023 13:00,5401,357,126,5884,207,5643,0,2103,8581,8844,-1830,20403,0,20403,3036,448,23887,50.02
15,08-03-2023 14:00,5578,298,116,5992,183,6495,0,1718,8816,9306,-2083,21160,0,21160,3064,451,24675,50.08
16,08-03-2023 15:00,5666,224,117,6007,197,7182,0,1301,8626,8710,-2155,20780,0,20780,3101,462,24343,50.09
17,08-03-2023 16:00,6002,222,116,6340,365,7292,0,842,8161,7767,-2127,20013,0,20013,3057,466,23536,50.07
18,08-03-2023 17:00,5723,490,117,6330,274,7238,0,295,7521,7826,-1949,19545,0,19545,2971,469,22985,50.03
19,08-03-2023 18:00,6060,284,118,6462,286,7328,0,13,7111,7684,-1805,19501,0,19501,2882,467,22850,49.98
20,08-03-2023 19:00,6619,384,117,7120,355,7410,0,0,7533,7115,-1648,19897,0,19897,2857,455,23209,50.00
21,08-03-2023 20:00,6043,307,116,6466,361,7392,0,0,6817,6702,-1639,18823,0,18823,2729,459,22011,49.99
22,08-03-2023 21:00,5884,267,120,6271,422,7453,0,0,6676,6449,-1579,18565,0,18565,2615,451,21631,50.00
23,08-03-2023 22:00,6193,225,120,6538,495,7493,0,0,6601,6006,-1552,18561,0,18561,2542,419,21522,49.98
24,08-03-2023 23:00,6045,225,120,6390,558,7552,0,0,6363,5832,-1447,18473,0,18473,2514,412,21399,49.99
1,09-03-2023 00:00,6011,218,123,6352,724,7484,0,0,5919,5671,-1371,18472,0,18472,2398,388,21258,50.07
2,09-03-2023 01:00,6128,213,126,6467,677,7374,0,0,5848,5635,-1285,18518,0,18518,2221,350,21089,49.98
3,09-03-2023 02:00,6284,152,128,6564,677,7276,0,0,5963,5515,-1256,18432,0,18432,2083,344,20859,49.97
4,09-03-2023 03:00,6195,150,128,6473,669,7313,0,0,5993,5765,-1178,18717,0,18717,1993,325,21035,50.00
5,09-03-2023 04:00,6387,153,128,6668,603,7336,0,0,6057,5946,-1141,19067,0,19067,1967,345,21379,50.03
6,09-03-2023 05:00,6822,160,127,7109,568,7345,0,0,6095,6288,-1159,19779,0,19779,2042,372,22193,49.98
7,09-03-2023 06:00,7218,292,124,7634,483,7450,0,9,6684,6896,-1147,20912,0,20912,2182,413,23507,50.01
8,09-03-2023 07:00,7660,331,123,8114,360,7448,0,270,6995,7280,-1258,21792,0,21792,2327,422,24541,50.01
9,09-03-2023 08:00,7393,260,119,7772,262,7302,0,863,7696,7808,-1545,22007,0,22007,2624,455,25086,50.04
10,09-03-2023 09:00,6577,312,104,6993,258,7380,0,1478,8165,8287,-1565,22369,0,22369,2920,462,25751,49.96
11,09-03-2023 10:00,6760,281,82,7123,343,7404,0,1832,8512,8698,-1785,23154,0,23154,3131,461,26746,50.01
12,09-03-2023 11:00,6659,269,108,7036,352,7404,0,2058,9090,8539,-1922,23002,0,23002,3196,465,26663,50.04
13,09-03-2023 12:00,5942,271,111,6324,285,7361,0,2173,8921,8866,-1930,22611,0,22611,3171,468,26250,50.01
